title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Outros,Romance,Science Fiction,Thriller,War,Western,20th Century Fox,Columbia Pictures,Goldwyn,Mayer,Metro,Paramount Pictures,RKO Radio Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
Fathers and Daughters,7.1,6.889591308354466,116.0,16.924571561468124,1.7348,7.0,29800.0,2015,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09678334536760945,48.91609828931671,6.471563328708033,12.317079999999999,2.8861724844688266,2.0655443348285374,False,True,False,False,False,0,-0.05633346678780149,0.11087721597685232,-0.5701462099704299
Honeymoon,5.393,6.3473892096560105,88.0,13.815511557963774,7.76,5.7,28105.0,2014,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5237753667593591,34.231470007674865,5.939720653972114,41.84968,2.6956747101603242,1.9943450405522716,False,True,False,False,False,4,0.24006233894808882,0.5926233793009327,2.301552773784687
A Second Chance,6.6,5.0369526024136295,103.0,15.363073279446223,0.9126,6.8,7258.0,2014,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05577191915080669,33.243887175929956,6.294661048140576,6.02316,2.7950271667992697,1.797899348601363,False,False,False,False,True,5,-1.1881169738770363,0.015895509712317124,-0.4409213242641081
The Absent One,7.0,6.466144724237619,116.0,15.573368647930426,2.399,7.1,27778.0,2014,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1447502949437845,45.26301306966333,6.999180580858275,16.793,2.8077971087804827,2.0103787647456652,False,False,False,False,True,5,-0.22474693771559878,-0.31301437012194677,0.07206774801057464
The Swan Princess: A Royal Family Tale,5.9,3.713572066704308,79.0,17.216707972959764,1.0002,3.9,1438.0,2014,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05490563945388274,21.910075193555418,4.336678181220493,5.90118,2.9023391934519456,1.5504460211620947,False,True,False,False,False,2,-1.694594120598844,2.2362807902476467,-0.853666504326622
The Lobster,7.039,8.772920092626467,119.0,15.201805169084134,7.0091,7.1,320172.0,2015,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4326122877575756,61.752584531997705,7.344860573133711,49.3370549,2.7851226662208344,2.2796153049829946,False,True,False,False,False,3,5.126460076810927,-0.7859142703029268,0.47564064720144594
Pitch Perfect 2,6.8,8.585785982881848,115.0,17.182806422433504,5.9973,6.4,175839.0,2015,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32983357247870587,58.38334468359657,6.324656234480712,40.78164,2.9004764455064254,2.2602813744796406,False,True,False,False,False,0,2.9415464783684078,0.5033788397315792,0.22936006298130923
Stung,5.3,5.298317366548036,87.0,14.731801689838349,0.8142,5.1,5376.0,2015,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05175503836448159,28.08108204270459,5.530199383087568,4.31526,2.755684248962421,1.8402825130491083,False,True,False,False,False,2,-1.4785167101551462,0.8698479673813693,-0.609080733694557
Brick Mansions,5.9,7.337587743538596,90.0,17.147715103853763,2.868,5.6,45043.0,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15803642406701465,43.29176768687772,4.959302010471171,16.9212,2.8985446631912657,2.120773935149016,False,True,False,False,False,2,0.164552319638949,1.4445430017452572,-0.5464543915308842
The Wrath of Vajra,5.6,3.9512437185814275,115.0,16.447291550558965,1.2971,5.7,1832.0,2013,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07434391729176121,22.126964824055992,6.5912809255666795,7.263759999999999,2.859184424599455,1.5996388013001024,False,False,True,False,False,5,-1.5788222443671327,0.43403303451814895,-0.24499746193822886
Torrente 5,5.6,5.272999558563747,105.0,16.04552506565036,1.8651,5.4,4758.0,2014,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10941874731441947,29.52879752795698,6.1599745150469385,10.44456,2.835887709788358,1.836254638743768,False,False,False,True,False,2,-1.2327568146367627,0.7371967795017584,-0.17816005478553198
The November Man,6.106,7.312553498102598,108.0,16.52356082573315,3.8364,6.3,72161.0,2014,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21892810702983895,44.65045165941446,6.163130945475604,23.425058399999998,2.8635463083350072,2.1177668418232294,False,True,False,False,False,0,0.7285831440780548,0.5038007961060684,-0.016908350217333584
Manglehorn,5.4,5.3471075307174685,97.0,15.201805169084134,0.917,5.5,8239.0,2015,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056598631475324485,28.87438066587433,5.986987189865294,4.9518,2.7851226662208344,1.847999202156157,False,True,False,False,False,2,-1.325837122085494,0.5416809840405236,-0.5594698156166696
The Forger,5.783,5.926926025970411,95.0,16.52356082573315,7.282,5.8,13784.0,2014,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4155548106014199,34.27541320818689,5.4212725909276145,42.111806,2.8635463083350072,1.9354161398973209,False,True,False,False,False,4,0.1501586939991657,1.2732708807071145,1.5927484759421544
Bad Ass 2: Bad Asses,6.1,5.342334251964811,91.0,15.520258832020865,1.2269,5.6,5231.0,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07426639088861768,32.58823893698534,5.508388271957134,7.48409,2.8045874357679663,1.8472468792313919,False,True,False,False,False,2,-1.1826371419163946,0.9094182274456262,-0.5587565334983913
Speak No Evil,4.228,3.8501476017100584,74.0,11.918397239722838,1.0613,3.3,724.0,2013,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821541542890943,16.278424060030126,5.728264786010533,4.487176399999999,2.558652438006258,1.579009137828587,False,True,False,False,False,2,-2.4059785811175374,0.7091652502145578,0.04958641910146602
Escobar: Paradise Lost,6.276,6.660575149839686,120.0,16.648723960844016,5.0691,6.5,23879.0,2014,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2872218983789681,41.80176964039387,6.799358427625451,31.813671599999996,2.8706634839297305,2.036087065769243,False,True,False,False,False,0,0.2081157277608373,0.3546804808750329,0.8591177509951882
See You in Montevideo,7.3,3.6109179126442243,141.0,15.501909696719672,4.477,8.1,8047.0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2713019330659626,26.359700762302836,8.544465615881334,32.6821,2.8034761134044026,1.5284269505599697,False,False,False,True,False,5,-0.7279412235191007,-1.0575487286179226,1.6838448035537237
"As Above, So Below",6.7,8.185907481482324,93.0,15.424948670398354,5.2311,6.3,123558.0,2014,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31848501355914005,54.845580125931576,5.662118151249265,35.04837,2.7988014392758886,2.2176705141657846,False,True,False,False,False,0,1.8832261963840202,0.4967709120102023,0.43252932210009765
In the Blood,5.831,5.883322388488279,108.0,16.118095750958314,1.595,5.7,13502.0,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09317625179837587,34.305652847275155,6.309112974435482,9.300445,2.840136135027038,1.9291014406875389,False,True,False,False,False,2,-0.8742000326870129,0.6670732032479246,-0.457528752260474
Free to Play,6.9,5.017279836814924,75.0,11.918397239722838,0.5577,7.6,13661.0,2014,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04317099015078479,34.61923087402298,5.80567376960527,3.84813,2.558652438006258,1.7946353028541102,False,True,False,False,False,5,-1.3823363483571853,-0.7554653723903594,-0.302593912526083
Focus,6.9,8.982435503560263,105.0,17.729531586015174,5.7706,6.6,287374.0,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3081016721373186,61.97880497456581,5.6061199137729965,39.81714,2.930101507388077,2.30082709898373,False,True,False,False,False,3,4.591108867443484,0.5879769633173676,-0.5920346821510807
Swelter,5.1,4.700480365792417,96.0,15.894952224644102,2.5182,4.5,3541.0,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14905043627923292,23.97244986554132,5.682170551507569,12.84282,2.8270148923814977,1.7405504459900154,False,True,False,False,False,2,-1.322388310665935,1.3382445723406073,-0.049524576853593655
Wicked Blood,5.5,4.465908118654584,92.0,15.068273812173887,4.976,5.3,2789.0,2014,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3096785664823566,24.56249465260021,5.725568351361899,27.368,2.7768467571891517,1.6985302777514544,False,True,False,False,False,4,-0.9092341306346927,1.0348186599495688,1.1247954327545011
Heavenly Sword,6.3,4.653960350157523,85.0,15.607270193858982,6.472,5.3,2256.0,2014,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3897088398304744,29.319950205992395,5.11824032533843,40.7736,2.809840562969964,1.7323562465403226,False,True,False,False,False,4,-0.42887552586917227,1.3951569526460776,1.6532146308722262
The Water Diviner,6.8,7.135687347028144,112.0,16.929025911619092,3.8338,7.0,79619.0,2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21383202963165254,48.522673959791376,6.246853596626085,26.06984,2.8864209588472893,2.096260229668164,False,True,False,False,False,0,1.0231737262396927,0.2644650522430375,-0.04131826551804857
Danny Collins,6.8,6.2878585601617845,107.0,16.118095750958314,1.6311,7.0,34282.0,2015,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09528513122779365,42.75743820910013,6.250695261709228,11.091479999999999,2.840136135027038,1.9862097525467475,False,True,False,False,False,2,-0.25488020850687065,0.20730126703973223,-0.5396736629250821
Paul Blart: Mall Cop 2,5.2,7.3752557780097545,94.0,17.453096744006448,3.3957,4.5,42992.0,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1840178939669257,38.35133004565073,5.09399594572283,17.65764,2.9152322016057073,2.125281617902655,False,True,False,False,False,2,0.01950525011581894,1.861860651814395,-0.40645405368858434
Little Boy,7.2,6.280395838960195,106.0,16.811242881518265,3.0044,7.3,24616.0,2015,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16867997477691457,45.2188500405134,5.951297206215199,21.63168,2.879829880465673,1.9851852342139535,False,True,False,False,False,0,0.010262287751191423,0.4752674558728561,-0.052833566641064394
The Veil,4.9,5.594711379601839,93.0,15.201805169084134,1.3417,4.7,8392.0,2016,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08281175992414705,27.414085760049012,5.740101120180127,6.57433,2.7851226662208344,1.8862680216940895,False,True,False,False,False,2,-1.3373174897607085,1.0905804985034269,-0.46255507492416065
Point Break,5.958,7.754481547470383,114.0,18.46947091764561,3.7591,5.3,67927.0,2015,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1930766385948909,46.20120105982854,5.855320901231029,22.3967178,2.9688476447799363,2.169565746105485,False,True,False,False,False,0,0.7744597761677434,1.3342954782222947,-0.41020073470154633
Get Hard,6.0,7.9215356321335495,100.0,17.50439003707821,4.953,6.0,151495.0,2015,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26766621272440844,47.5292137928013,5.404123010789591,29.718000000000004,2.918008003234778,2.188468087843546,False,True,False,False,False,0,2.1266855722518314,1.103492882663041,-0.3067747918132656
Ohm Shanthi Oshaana,7.2,3.9318256327243257,130.0,12.301387370778713,1.0434,7.7,6680.0,2014,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07844294515414264,28.309144555615145,9.773416590031188,7.512480000000001,2.587868343379808,1.5957092304038698,False,False,True,False,False,5,-1.7239601812878487,-2.3299539886816514,0.685211718790553
The Darkness,4.8,6.415096959171596,92.0,15.201805169084134,3.536,4.5,17502.0,2016,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2182472856016874,30.79246540402366,5.678379602758835,16.9728,2.7851226662208344,2.003518051589582,False,True,False,False,False,2,-0.7387252497276067,1.2637581276668475,0.2571343247607204
Term Life,5.9,5.746203190540153,93.0,16.61887099947687,2.8758,5.6,8882.0,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1632227172833825,33.9025988241869,5.278431291242288,16.96722,2.8689705435105872,1.9089798563370792,False,True,False,False,False,2,-0.6924739492605833,1.307619973010413,-0.10387548874893898
Goosebumps,6.3,8.250358951477294,103.0,17.87595358575207,5.434,6.3,99189.0,2015,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2878794957464658,51.97726139430695,5.4566779650139825,34.2342,2.937888814958388,2.22466235633653,False,True,False,False,False,0,1.7012183114128683,1.0862348982597403,0.1271178161367535
Tulip Fever,6.5,6.561030665896573,107.0,17.034386422832473,2.2823,6.2,23880.0,2017,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12655268366161265,42.64669932832773,5.93311008710185,14.834950000000001,2.8922802923091946,2.023007512366952,False,True,False,False,False,2,-0.2546505485964566,0.7474849424813835,-0.38457237821055346
Dragon Nest: Warriors' Dawn,7.594,4.941642422609304,88.0,17.50439003707821,2.7828,6.2,3503.0,2014,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15038593514425272,37.52683255729505,4.75562824949484,21.1325832,2.918008003234778,1.781985597277665,False,False,True,False,False,2,-0.6724549580117697,1.3470207760593684,-0.029783896360472795
The Damned,5.54,5.5134287461649825,87.0,14.914123179965662,0.5498,5.2,6894.0,2014,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.034547929143350156,30.544395253754004,5.466842188925908,3.045892,2.767206965277634,1.873866006687491,False,True,False,False,False,2,-1.4032699397647184,0.8483105952513934,-0.7849256016836339
Nymphomaniac: Vol. I,6.846,8.147867129923947,118.0,14.669926311652166,2.0856,6.9,135624.0,2013,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13309571203593643,55.78029837145934,7.530348110970703,14.2780176,2.751743353845843,2.213520751560513,False,True,False,False,False,0,1.4392044453534762,-1.0001381169239303,-0.6076321252887753
A Monster Calls,7.3,8.134760782418645,108.0,17.57671069691365,3.948,7.4,96770.0,2016,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21252416880540234,59.38375371165611,5.813731061545961,28.8204,2.921908683101464,2.212087002559735,False,True,False,False,False,0,1.6733748399294126,0.46556263616677,-0.2509313499125755
Carol,7.497,8.236420527265391,118.0,16.283610174181653,4.6672,7.3,149151.0,2015,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2700361760630246,61.748444692908635,6.827277334469683,34.989998400000005,2.849758663671717,2.2231544217750665,False,True,False,False,False,0,2.4561171622738827,-0.2665923330694374,0.1486596791203369
The Legend of Tarzan,5.911,8.74798740166097,109.0,19.00846741441004,5.5572,6.2,193872.0,2016,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777424119949198,51.709353531217985,5.44769360603294,32.8486092,2.996155554678397,2.27706084335968,False,True,False,False,False,0,3.0676703331545254,1.179708629540352,-0.5452791179723715
Alvin and the Chipmunks: The Road Chip,6.0,7.422971251049421,92.0,18.31532023940565,4.009,4.9,24374.0,2015,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2075554508188346,44.53782750629652,4.763058487236913,24.054000000000002,2.9608985758102415,2.130962646178811,False,True,False,False,False,2,0.1283260005413368,1.9643452899793727,-0.19926355374369686
Wrong Turn 6: Last Resort,5.381,6.81783057145415,91.0,13.997832948091215,4.1339,4.1,18851.0,2014,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2756331540901797,36.68674630499478,6.06754324541144,22.2445159,2.7079057205381436,2.0564070955388662,False,True,False,False,False,2,-0.5977369196644297,0.9219138251429811,0.7620045831390235
Electric Slide,4.9,3.58351893845611,95.0,14.914123179965662,3.699,4.6,1060.0,2014,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23243504892916012,17.55924279843494,5.969540321240934,18.1251,2.767206965277634,1.5224670302876946,False,True,False,False,False,2,-1.5205541583598294,1.045576853508373,0.6972101760661652
How to Be Single,6.3,8.08301991917133,110.0,17.453096744006448,6.4329,6.1,97218.0,2016,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3486081544600042,50.923025490779374,5.961059085420333,40.52727,2.9152322016057073,2.206406727534443,False,True,False,False,False,0,1.7266348693327456,1.020555692449011,0.6674679325153321
Live by Night,6.3,7.177782416195197,129.0,18.31532023940565,1.3334,6.4,61226.0,2016,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06903328464001847,45.22002922202974,6.678636357103932,8.400419999999999,2.9608985758102415,2.1014210155962325,False,True,False,False,False,0,0.3082499852672804,0.47996315902678777,-1.0870522317343012
2 States,6.5,5.003946305945459,149.0,15.338908330695988,2.8123,6.9,27817.0,2014,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1721228825745058,32.52565098864549,9.119336309640282,18.27995,2.7935492775730655,1.7924169706841675,False,False,True,False,False,5,-0.6578176400218853,-1.0892920296957151,0.6965080994110825
Seal Team Eight: Behind Enemy Lines,6.1,5.056245805348308,98.0,14.914123179965662,1.4849,4.4,3137.0,2014,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330705708432276,30.843099412624674,6.158052120859068,9.05789,2.767206965277634,1.801090104041353,False,True,False,False,False,2,-1.4213009265677305,0.90682095109117,-0.25215593881163756
Taken 3,6.3,8.679312040892672,109.0,17.6867115897055,9.039,6.0,210713.0,2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4837127151349401,54.67966585762383,5.833022010145865,56.945699999999995,2.927812661081278,2.269990828607167,False,True,False,False,False,3,3.8583881155009103,0.8851550719767259,1.0302092292626903
The Little Rascals Save the Day,6.2,4.6913478822291435,93.0,15.894952224644102,3.2297,5.1,2158.0,2014,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19116360656462494,29.08635686982069,5.504602721772957,20.02414,2.8270148923814977,1.7389471062414084,False,True,False,False,False,2,-1.047575884814189,1.2466308537484103,0.27107731811945
Something Wicked,4.6,3.713572066704308,95.0,14.914123179965662,3.885,4.6,1660.0,2014,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24412278050548447,17.082431506839814,5.969540321240934,17.871,2.767206965277634,1.5504460211620947,False,True,False,False,False,2,-1.4961018748422752,1.0121167053187081,0.7327573981107706
Black Mass,6.5,8.13622555490846,123.0,17.78580249038432,3.2657,6.8,198649.0,2015,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17383872750027993,52.88546610690499,6.547497774607108,21.22705,2.9331013978571123,2.2122473411934473,False,True,False,False,False,0,2.71319442510283,0.049154783208654546,-1.0045646421003773
Miss Meadows,5.9,5.58724865840025,88.0,14.508658238524095,2.4897,5.8,11254.0,2014,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16053613160521463,32.96476708456147,5.67424974143828,14.68923,2.7413984640023243,1.8851357588170432,False,True,False,False,False,2,-0.9260130663220398,0.4472655971481324,0.10975066239034215
American Ultra,6.1,7.938445551164788,96.0,17.147715103853763,3.8221,6.1,98658.0,2015,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21061053571357624,48.424517862105205,5.289922144502582,23.314809999999998,2.8985446631912657,2.1903616983586525,False,True,False,False,False,0,1.2572897058306332,1.0690021839897343,-0.42628424227482303
Loucas pra Casar,6.338,5.087596335232384,106.0,14.914123179965662,6.273,5.8,1170.0,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3941781730015197,32.245185572702844,6.660750253174094,39.758274,2.767206965277634,1.8062533133730014,False,False,False,True,False,4,-0.5110149084737143,0.5263364436432353,2.0407015095244296
In the Crosswind,7.1,3.8066624897703196,86.0,13.384729180332174,0.4476,7.5,1752.0,2014,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031116331380919605,27.027303677369268,5.978562329667306,3.1779599999999997,2.666167170293942,1.570002974208493,False,False,False,True,False,5,-1.7979535174014467,-0.5647205138991662,-0.20440434103467497
Mrs. Brown's Boys D'Movie,5.3,4.248495242049359,94.0,15.59046307836746,0.6912,4.2,5660.0,2014,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166248987355064,22.517024782861604,5.665905740905323,3.66336,2.808828016915108,1.6579414149579819,False,True,False,False,False,2,-1.746643234722662,1.251475298663653,-0.7125075254059416
Serial (Bad) Weddings,6.663,8.14060704285845,94.0,16.380459992348886,2.6818,7.0,47045.0,2014,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15429971365433162,54.24086472656585,5.408372392985,17.8688334,2.8553465862504646,2.2127267993282733,False,False,False,True,False,0,0.4073753571284523,0.5881660339386154,-0.35252370361540436
Insurgent,6.364,9.22325659724273,119.0,18.5159909328476,7.8602,6.2,264911.0,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40275689956231747,58.696804984852726,6.097563808543775,50.022312799999995,2.9712341773525197,2.3246651834542753,False,True,False,False,False,3,4.564635870623627,0.825130219327424,0.17521121020072222
Allegiant,6.104,8.811205187562887,120.0,18.5159909328476,5.7808,5.7,141507.0,2016,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2962083770120156,53.783596464883864,6.148803840548345,35.2860032,2.9712341773525197,2.283525118994042,False,True,False,False,False,0,2.348560629856861,1.0992808164727856,0.0021995151006885816
Automata,5.858,7.432483807917119,110.0,15.76142084987672,3.3136,6.0,60738.0,2014,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19769207095735988,43.53949014677848,6.56268946321511,19.4110688,2.819079867706262,2.132091367752254,False,True,False,False,False,0,0.36720117032406263,0.2916064105311875,-0.0268688744327559
Babysitting,6.788,7.57095858316901,85.0,15.039286283703994,1.7536,6.8,12818.0,2014,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10933154811144356,51.39166686255124,5.299487676478503,11.903436800000001,2.7750411054199615,2.148379579699845,False,False,False,True,False,2,-0.4555731582277014,0.4596844719571371,-0.3668588685653627
The Games Maker,5.3,4.276666119016055,112.0,15.607270193858982,5.973,5.6,1486.0,2014,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3596617583911346,22.66633043078509,6.7440343110341665,31.656899999999997,2.809840562969964,1.6632944814375767,False,False,False,True,False,4,-0.8673259767201079,0.5459357282713424,1.696464560242434
WolfCop,5.2,5.389071729816501,79.0,13.542521348142413,0.6762,5.6,7917.0,2014,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046498126687390035,28.023172995045805,5.432345472203212,3.5162400000000003,2.6770768647846768,1.8545889886375557,False,True,False,False,False,2,-1.5304016082064822,0.4691377510285253,-0.5418356532436458
Monster Trucks,6.1,6.7650389767805414,104.0,18.643824303266577,3.0156,5.7,19820.0,2016,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535138959422751,41.2667377583613,5.294284778484086,18.39516,2.9777630040964063,2.049631476134806,False,True,False,False,False,2,-0.09777598012867528,1.5587148727530535,-0.4655402648947114
Velaiyilla Pattathari,7.4,4.23410650459726,133.0,13.910821646859095,0.4049,7.9,9053.0,2014,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027154774538215375,31.332388134019723,8.919696254834886,2.99626,2.7020872343581788,1.6551961525056738,False,False,True,False,False,5,-1.501707443341221,-1.8865075362148516,0.025699485150191548
Shaun the Sheep Movie,7.0,7.253470382684528,85.0,17.034386422832473,2.5677,7.3,45378.0,2015,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14237800720234972,50.774292678791696,4.713218293492124,17.9739,2.8922802923091946,2.110633764343762,False,True,False,False,False,0,0.4378000181637539,0.9671704291812047,-0.599748354908314
