genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Horror-Mystery-Thriller,en,13.147,Universal Pictures-Blumhouse Productions-Divide / Conquer,2019-12-11,5000000.0,92.0,4.6
Crime-Mystery-Thriller,en,13.143,TriStar Pictures-Brightlight Pictures-Nu Image,2007-02-14,30000000.0,108.0,5.7
Comedy-Romance,en,13.139,Universal Pictures-StudioCanal-Working Title Films-Inside Track Productions,2004-09-13,31000000.0,98.0,6.2
Crime-Drama-Thriller-History,en,13.137,Annapurna Pictures-First Light-Page 1,2017-07-28,34000000.0,143.0,7.325
Horror-Thriller,en,13.137,New Line Cinema-Castle Rock Entertainment-Avery Pix-Prufrock Pictures,2000-10-13,50000000.0,97.0,5.1
Drama-Romance,en,13.136,Paramount,1974-03-27,6500000.0,144.0,6.3
Romance-Drama-War,en,13.136,Eastern Sunrise Films,2017-03-10,40000000.0,111.0,6.2
Drama-Romance,en,13.134,Columbia Pictures-Cappa Productions,1993-09-10,34000000.0,139.0,6.981
Action-Thriller-Crime,en,13.132,Castle Rock Entertainment-Warner Bros. Pictures,2000-09-15,35000000.0,119.0,5.7
Family-Fantasy-Horror,en,13.129,Commotion Pictures-Mostly Ghostly-Cetus Prodution,2008-09-30,3600000.0,93.0,6.3
Comedy-Crime-Drama,en,13.128,Bold Films-Trigger Street Productions,2006-07-14,6000000.0,91.0,5.7
Drama-Science Fiction-Horror,en,13.125,Stonebridge Entertainment-Columbia Pictures,1990-08-10,26000000.0,115.0,6.5
Adventure-Science Fiction-TV Movie,en,13.125,Metro-Goldwyn-Mayer-Kawoosh! Productions DTV I,2008-03-11,7000000.0,101.0,7.2
Action-Thriller-Crime,en,13.124,20th Century Fox-Dune Entertainment-Major Studio Partners-Regency Enterprises-Epsilon Motion Pictures-New Regency Pictures-Sentinel Productions-Furthur Films,2006-04-19,60000000.0,108.0,6.0
Comedy-Romance,en,13.121,Regency Enterprises-Epsilon Motion Pictures-New Regency Pictures-Pariah,2005-09-26,385373.0,84.0,7.1
Drama,en,13.117,IFC Films-Detour Filmproduction,2014-06-05,4000000.0,166.0,7.511
Comedy-Horror,en,13.113,Fox Searchlight Pictures-Broken Lizard Industries-Coconut Pete Productions,2004-02-27,8500000.0,104.0,5.2
Comedy-Drama-Romance,en,13.113,New South Wales Film & Television Office-Australian Film Finance Corporation-Beyond Films-M & A,1992-08-20,3000000.0,94.0,6.6
Action-Drama-Thriller,en,13.111,Universal Pictures-Jennings Lang Productions,1979-08-17,14000000.0,123.0,4.806
Action-Comedy-Thriller-Crime-Family,en,13.109,Silver Screen Partners III-Touchstone Pictures,1989-07-28,13000000.0,100.0,6.4
Comedy-Romance,en,13.106,Magnolia Pictures-Miramax,1995-09-13,15000000.0,95.0,6.8
Drama-Romance-Comedy,en,13.105,Paramount,1991-10-11,29000000.0,118.0,6.7
Adventure-Action-Comedy,en,13.104,Paramount-Scott Rudin Productions-Braniff Productions,2004-10-10,32000000.0,98.0,6.7
Crime-Thriller,en,13.093,The Electric Shadow Company-Ingenious Media-Prettybird-Saeculum Productions-Hassell Free Production-Highland Film Group-Saban Films,2016-04-29,9000000.0,93.0,5.106
Horror-Action-Thriller,en,13.092,Herold Productions-Boll Kino Beteiligungs GmbH & Co. KG-Mindfire Entertainment-Brightlight Pictures-Artisan Entertainment-SEGA,2003-04-11,12000000.0,90.0,3.1
Adventure,en,13.089,Columbia Pictures-Rastar Productions,1976-03-11,5000000.0,106.0,6.4
Comedy-Romance,en,13.087,Escape Artists-CBS Films,2010-04-23,35000000.0,106.0,6.138
Drama,en,13.084,Double Feature Films-CBS Films,2010-01-21,31000000.0,105.0,6.2
Comedy,en,13.082,Fox 2000 Pictures-Dune Entertainment III-Fortis Films-Dune Entertainment-Radar Pictures,2009-09-04,15000000.0,99.0,4.926
Drama-Thriller-Crime,fr,13.081,MK2 Films-CED Productions-France 3 Cinéma-Cinémanuel,1994-02-16,10000000.0,100.0,6.7
Action-Fantasy,zh,13.081,Shanghai Film Group-Focus Features-EDKO Film-Edko Management and Consulting,2010-02-09,20000000.0,115.0,6.5
Drama-Horror-Thriller-Crime,en,13.079,Paramount-Icon Entertainment International-Munich Film Partners & Company (MFP) BTC Productions,2000-08-11,40000000.0,107.0,5.2
Drama-Comedy,en,13.077,Participant-Imagenation Abu Dhabi FZ,2011-11-28,10000000.0,124.0,6.946
Drama-War-Action,en,13.075,Warner Bros. Pictures-Enigma Pictures-County Natwest Ventures-British Satellite Broadcasting (BSB)-Fujisankei Communication Group,1990-09-07,23000000.0,107.0,6.693
Comedy-Drama,en,13.072,Paramount-Denver and Delilah Productions-Indian Paintbrush-Right of Way Films,2011-11-11,12000000.0,94.0,5.8
Comedy,en,13.064,Universal Pictures-Gary Sanchez Productions-On the Day,2016-04-07,29000000.0,91.0,5.9
Drama-Romance,fr,13.063,Les Films Christian Fechner-Films A2-Gaumont International,1991-10-16,28000000.0,125.0,7.416
Romance-Drama,en,13.063,Bron Studios-JW Films,2019-11-15,6000000.0,135.0,7.412
Horror-Comedy,no,13.062,Zwart Arbeid-Euforia Film-FilmCamp-Miho Film-Barentsfilm-Yellow Bastard Production-News On Request,2009-01-09,800000.0,91.0,6.0
Drama-Romance-War,en,13.059,Miramax-Universal Pictures-StudioCanal-Working Title Films,2001-04-18,57000000.0,131.0,5.934
Action-Horror-Science Fiction,en,13.057,Screen Gems-Storm King Productions-Animationwerks,2001-08-24,28000000.0,98.0,5.154
Comedy-Romance,en,13.057,Walt Disney Pictures-Rickshaw Productions,2011-04-29,8000000.0,104.0,6.1
Mystery-Horror-Thriller,ru,13.055,Focus Plus Cinema,2017-01-19,1500000.0,90.0,5.9
War-Drama,en,13.046,Foresight Unlimited-SSS Entertainment-SC Films Thailand Co.-BCL Finance Group-Provocator-Boss Collaboration-Production Capital-Hollywood Gold-Hero Entertainment Group,2020-01-23,20000000.0,110.0,7.507
Adventure-Animation-Comedy-Family,en,13.045,IDT Entertainment-Arc Productions-Dan Krech Productions,2006-08-04,35000000.0,87.0,5.8
Horror-Drama-Thriller-Crime,en,13.044,Universal Pictures-Pacific Western,1992-08-07,12000000.0,92.0,6.0
Drama-Romance-Music,en,13.039,FilmNation Entertainment-Buckeye Pictures-Broad Green Pictures,2017-03-17,10000000.0,129.0,5.4
Drama,en,13.038,Universal Pictures-Hell's Kitchen Films,1993-12-12,13000000.0,133.0,7.9
Action-Adventure-Comedy-Thriller,en,13.03,Jerry Bruckheimer Films-Touchstone Pictures-Stillking Films,2002-06-07,70000000.0,116.0,5.427
Adventure-Animation-Drama,en,13.029,AVCO Embassy Pictures-Nepenthe Productions-Watership Productions,1978-10-14,1000000.0,88.0,7.2
Action-Adventure-Comedy-Family-Fantasy-Science Fiction,en,13.028,Universal Pictures-StudioCanal-Working Title Films-Tracy Films,2004-07-23,57000000.0,95.0,4.9
Adventure-Comedy-Family-Science Fiction-Action,en,13.028,Walt Disney Pictures,1997-03-18,7000000.0,74.0,5.5
Drama-Fantasy-Thriller,en,13.027,Screen Ireland-Parallel Films-Lipsync Productions-Number 9 Films-Demarest Films-WestEnd Films,2012-09-09,10000000.0,118.0,6.3
Fantasy-Comedy-Family,en,13.025,Walt Disney Pictures-Outlaw Productions-Boxing Cat Films,2002-10-31,65000000.0,104.0,5.9
Horror-Thriller,en,13.024,Relativity Media,2016-09-09,15000000.0,92.0,4.5
Drama,fr,13.022,France 2 Cinéma-Canal+-CNC-Téléfilm Canada-MK2 Films-Entertainment One-Ciné+-Sons of Manual,2016-08-26,10000000.0,98.0,7.232
Horror-Action-Science Fiction,en,13.021,Universal Pictures-Mutual Film Company-Dark Horse Entertainment-Valhalla Motion Pictures-UGC PH-BBC Film-Marubeni-TOHO-TOWA-Tele München,1999-01-14,75000000.0,99.0,5.4
Fantasy-Animation-Science Fiction-Family,ja,13.017,Saban Entertainment-Toei Company-Fox Family Films-Fox Kids Europe Properties-Fox Kids International Programming-Fox Kids Network-Toei Animation,2000-03-04,5500000.0,89.0,6.6
Drama-History,en,13.008,Ruby Films-Film4 Productions-BFI Film Fund-Ingenious Media-Canal+-Ciné+-Pathé-Focus Features,2015-10-16,14000000.0,106.0,7.258
Animation-Family-Music,en,13.007,GoodTimes Entertainment,1998-10-16,10000000.0,83.0,6.1
Romance-Comedy-Drama,en,13.006,20th Century Fox-Fox 2000 Pictures-Flower Films-Bushwood Pictures-Never Been Kissed Productions,1999-04-09,25000000.0,107.0,6.2
Crime-Drama-Mystery-Thriller,ko,13.005,Magnolia Pictures-Barunson E&A-CJ Entertainment-Michigan Venture Capital,2009-05-28,5000000.0,129.0,7.7
Science Fiction-Thriller-Adventure-Action,en,13.001,TriStar Pictures-Alliance Communications Corporation-Don Carmody Productions,1995-05-26,25000000.0,97.0,5.7
Comedy-Drama,hi,12.996,Maddock Films,2017-05-19,3213790.0,132.0,7.3
Comedy-Drama,en,12.994,Thick Media-Irving Harvey-Neon Heart Productions-Bad Mensch Productions-Dimbo Pictures-It Doesn't Suck Productions,2021-04-02,250000.0,78.0,7.2
Comedy-Drama-Romance,en,12.992,Dimension Films-Punch 21 Productions,2000-06-16,16000000.0,94.0,6.0
Action-Comedy-Crime,en,12.992,Universal Pictures,1987-06-23,20000000.0,106.0,5.919
Action-Thriller-Adventure,hi,12.988,Yash Raj Films,2019-10-02,27941858.0,156.0,6.8
Thriller-Crime,en,12.979,Radar Pictures-Voltage Pictures-Minds Eye Entertainment-Aura Film Partnership-Fierce Entertainment-Forecast Pictures-Frantic Films Live Action Productions,2011-10-25,15000000.0,102.0,6.094
Crime-Action-Drama,ko,12.977,Hive Media Corp-CJ Entertainment,2020-08-05,12000000.0,108.0,6.8
Drama,en,12.976,Focus Features-Immersive Pictures,2021-03-05,20000000.0,89.0,6.0
Adventure,en,12.975,KRU Studios,2013-09-11,15600000.0,114.0,4.4
Comedy-Romance,en,12.975,Columbia Pictures-Mirage Enterprises-Punch Productions-Delphi Films,1982-12-17,21000000.0,116.0,7.2
Comedy-Drama-Romance,en,12.971,20th Century Fox-Regency Enterprises-Epsilon Motion Pictures-Davis Entertainment-New Regency Pictures-Monarchy Enterprises S.a.r.l.-Atchity Entertainment International (AEI),2002-04-24,40000000.0,103.0,5.7
Action-Adventure-Drama-History-War,de,12.969,Arclight Films-Niama Film,2008-03-29,18000000.0,120.0,6.667
Science Fiction-Action-Adventure,en,12.966,Quincy Jones-David Salzman Entertainment-Warner Bros. Pictures-DC Comics,1997-08-15,16000000.0,97.0,4.3
Thriller-Crime-Drama,en,12.966,Canal+-France 3 Cinéma-Wild Bunch-LGM Productions-Les Productions du Trésor-Mars Distribution-France Télévisions-Worldview Entertainment-Ciné+-M6-Caneo Films-Grisbi Productions-France 4-W9-Chi-Fou-Mi Productions-Treasure Company,2013-08-22,25500000.0,128.0,6.1
Drama-Comedy-Romance,en,12.962,Hungry Eye Lowland Pictures B.V.-Fox Searchlight Pictures-Flan de Coco Films,2002-01-12,8000000.0,93.0,6.2
Adventure-Crime-Family-Comedy,en,12.96,Open Road Films-Riverstone Pictures-Neddy Dean Productions,2018-05-18,5500000.0,92.0,6.2
Drama-Romance-Comedy,en,12.958,Miramax,2004-10-15,50000000.0,107.0,6.4
Drama-Music-Romance-Comedy,en,12.958,Warner Bros. Pictures-StudioCanal-Working Title Films-Anton Capital Entertainment (ACE)-RatPac Entertainment-Shadowcast Pictures,2015-08-26,6000000.0,96.0,6.7
Horror-Romance-Drama-Music,en,12.957,Universal Pictures,1943-08-12,1500000.0,92.0,6.2
Thriller-Drama-Mystery-Crime,en,12.956,Metro-Goldwyn-Mayer,1944-05-04,2068000.0,114.0,7.5
Comedy,en,12.955,Orion Pictures-Morra Brezner Steinberg and Tenenbaum Entertainment (MBST),1994-04-01,19000000.0,89.0,4.9
Comedy-Romance,en,12.954,Alcon Entertainment-ETIC Films-C.R.G. International-Trademark Films-Micro Fusion 2003-2,2004-01-09,23000000.0,111.0,6.2
Drama,en,12.954,France 2 Cinéma-Canal+-Téléfilm Canada-RAI-Prospero Pictures-Alfama Films-France Télévisions-RTP-Ontario Media Development Corporation (OMDC)-Jouror Productions-Leopardo Filmes-Talandracas-Kinologic Films,2012-05-25,20500000.0,109.0,5.7
Comedy-Drama-Romance,en,12.954,Gravier Productions-FilmNation Entertainment-Perdido Productions-Amazon Studios,2016-05-11,30000000.0,97.0,6.5
Science Fiction-Action-Thriller,en,12.953,Status Media & Entertainment-DV3 Productions,2017-05-02,9000000.0,93.0,4.987
Comedy-Drama-Romance,en,12.946,Morgan Creek Productions-Universal Pictures,2007-05-10,20000000.0,113.0,6.0
Action-Adventure-Comedy-Thriller,en,12.945,Revolution Studios-Columbia Pictures,2003-06-09,75000000.0,116.0,5.3
Comedy,en,12.942,20th Century Fox-Happy Madison Productions,2006-01-06,5000000.0,94.0,6.6
Drama-Mystery-Thriller,en,12.942,Metro-Goldwyn-Mayer-Bridge Films-Carlo Ponti Production,1966-12-18,1800000.0,111.0,7.417
Fantasy-Family-Comedy,de,12.94,Studio Babelsberg-Babelsberg Film-Blue Eyes Fiction-Buena Vista International-Dor Film-West Produktionsgesellschaft-Steinweg Emotion Pictures-Classic-Trixter Film-Blue Eyes Film & Television,2009-02-12,10000000.0,89.0,5.3
Drama-Thriller,en,12.94,Screen Gems-Sony Pictures,2009-04-24,20000000.0,108.0,5.747
Drama-Romance,en,12.939,Gravier Productions-Perdido Productions-Amazon Studios,2017-12-01,25000000.0,101.0,6.4
Adventure-Drama-History-Thriller,ru,12.939,Bazelevs Production,2017-04-09,7075038.0,140.0,7.1
Comedy,en,12.936,Miramax-Flower Films,2003-09-26,40000000.0,89.0,6.1
Mystery-Drama-Thriller,ko,12.935,Pinehouse Film-NOWFILM-NHK-Finecut-CGV Arthouse-Union Investment Partners,2018-05-17,7280000.0,148.0,7.4
Drama,en,12.935,Seven Arts Pictures-Carolco Pictures,1991-09-10,7500000.0,112.0,6.2
Crime-Drama,en,12.933,USA Films-Working Title Films-Mike Zoss Productions,2001-10-26,20000000.0,116.0,7.529
Comedy-Romance,en,12.932,Columbia Pictures-Royal Films International-FAI,1967-03-08,4000000.0,117.0,7.0
Family-Animation-Comedy-Adventure,en,12.929,ON Animation Studios-Morgen Studios-DMG Entertainment-Lionsgate-STX Entertainment-SODEC-Canadian Film or Video Production Tax Credit (CPTC),2019-06-10,75000000.0,99.0,5.7
Action-Crime-Drama,kn,12.929,Excel Entertainment-Vaaraahi Chalana Chitram-Hombale Films,2022-04-14,13000000.0,168.0,7.7
Drama,en,12.926,Paramount-Wildwood Enterprises,1980-09-19,6000000.0,124.0,7.4
Comedy-Crime,en,12.923,Metro-Goldwyn-Mayer-United Artists-Titan Productions-Filmauro-International Traders,1993-08-27,25000000.0,93.0,4.7
Comedy,fr,12.921,Universal Pictures International (UPI)-Axel Films-Cinéfrance 1888-La Banque Postale Image 7-Good Lap Production-Madame Films,2014-04-16,3400000.0,85.0,6.816
Mystery-Drama-Crime-Thriller,es,12.921,Telefe-A Contracorriente Films-Pampa Films-DirecTV,2017-01-19,4000000.0,90.0,6.1
Drama-Romance,en,12.918,Didion-Dunne-gadd productions corp.-20th Century Fox,1971-06-01,1645000.0,110.0,6.804
Comedy-Drama-War,en,12.917,20th Century Fox-Aspen Productions (I)-Ingo Preminger Productions,1970-02-18,3500000.0,116.0,7.0
Drama-Romance,en,12.915,The Archers-Independent Producers-J. Arthur Rank Organisation,1948-09-06,500000.0,133.0,8.0
Mystery-Adventure-Comedy-Romance-Drama,en,12.912,Columbia Pictures-Happy Madison Productions,2001-04-10,17700000.0,91.0,5.6
Comedy-Drama-Romance,en,12.912,IM Global,2011-05-13,5000000.0,97.0,6.1
Drama-Mystery-Thriller-Romance,en,12.911,TriStar Pictures-Mandate Pictures-Persistent Entertainment-Intuition Films-Senator International,2008-09-26,25000000.0,93.0,6.1
Comedy,en,12.909,Joseph S. Vecchio Entertainment-Touchstone Pictures-Silver Screen Partners IV,1991-04-26,35000000.0,109.0,6.3
Horror-Thriller-Mystery-Science Fiction,en,12.908,Lionsgate-Blumhouse Productions-Chapter One Films,2015-01-29,3300000.0,83.0,5.3
Drama-History-Romance,en,12.905,New Line Cinema-First Foot Films-Sunflower Productions-Sarah Green Film-The Virginia Company LLC,2005-12-25,30000000.0,151.0,6.527
Horror-Thriller,en,12.905,Lions Gate Films-WWE Studios,2006-05-19,8000000.0,84.0,5.426
Drama-Thriller,en,12.904,Fox Searchlight Pictures-Catch 23 Entertainment-Killer Films-Laughlin Park Pictures,2002-08-21,12000000.0,96.0,6.6
Comedy,en,12.902,Channel Four Films-Redwave Films,1997-08-13,3500000.0,91.0,7.0
Drama-Thriller-Crime,es,12.898,Canal+-MEDIA Programme of the European Union-Vaca Films-ICAA-Playtime-Atresmedia-Xunta de Galicia-Sony Pictures International Productions-Film Constellation-Quien a hierro mata-Ministerio de Educación Cultura y Deporte,2019-08-30,3328289.0,107.0,6.651
Crime-Drama,en,12.897,Warner Bros. Pictures,1945-10-20,1453000.0,111.0,7.7
Comedy,en,12.895,Sony Pictures-Gaumont Columbia Tristar Films,2005-12-25,45000000.0,134.0,6.2
Drama-History-War,en,12.893,Goldcrest-International Film Investors-Enigma Productions,1984-11-23,14400000.0,142.0,7.5
Crime-Drama-Mystery-TV Movie,en,12.892,Lynch Entertainment-Lynch/Frost Productions-Spelling Entertainment-Worldvision,1989-09-28,3800000.0,116.0,8.4
Drama-Action-Thriller,en,12.886,Casey Silver Productions-Beacon Communications-Touchstone Pictures-Beacon Pictures-Fantail Films Inc.,2004-10-01,60000000.0,115.0,6.4
Drama-Thriller,en,12.885,Annapurna Pictures-MRC-Likely Story-Full Nelson Entertainment-Sony Pictures Classics,2014-11-14,24000000.0,134.0,6.7
Action-Adventure-Comedy,en,12.885,Universal Pictures,1977-05-26,4300000.0,96.0,6.939
Comedy-Drama,en,12.883,21 Laps Entertainment-3311 Productions-Story Ink,2017-03-03,5000000.0,87.0,6.0
Adventure-Drama-Comedy,en,12.882,Fox Searchlight Pictures-Scott Rudin Productions-American Empirical Pictures,2007-09-07,16000000.0,92.0,7.2
Drama-Romance-Western,en,12.88,Cinergi Pictures Entertainment-Hollywood Pictures,1995-10-13,50000000.0,135.0,6.049
Drama-Romance,en,12.879,GP Pictures,2007-06-16,500000.0,89.0,7.786
Comedy-Drama-Romance,en,12.875,40 Acres and a Mule Filmworks,2000-04-21,20000000.0,124.0,7.5
Drama-History,en,12.871,BBC Film-Participant-Krasnoff / Foster Entertainment-Shoebox Films,2016-09-30,10000000.0,109.0,6.8
Horror-Thriller,en,12.87,Brookstreet Pictures,2014-10-16,3150000.0,100.0,5.998
Drama-Crime-History,en,12.866,Imagine Entertainment-Malpaso Productions-Wintergreen Productions,2011-11-09,35000000.0,137.0,6.2
Drama-War-History,en,12.862,Studio Babelsberg-Iris Productions-Fox Searchlight Pictures-Medienboard Berlin-Brandenburg-TSG Entertainment,2019-12-11,9000000.0,174.0,7.153
Comedy,en,12.861,Columbia Pictures-Miles Deep Producitons-Happy Madison Productions,2011-09-09,10000000.0,97.0,4.4
Drama-History,en,12.86,Russo Productions,1971-07-01,2000000.0,114.0,7.5
Drama-Family-Fantasy,en,12.856,Warner Bros. Pictures,1995-05-10,17000000.0,97.0,7.6
Comedy-Family,en,12.851,Village Roadshow Pictures-Warner Bros. Pictures-The Donners' Company,2006-12-08,26000000.0,90.0,6.0
War-Romance-Drama,en,12.845,Columbia Pictures,1953-08-28,1650000.0,118.0,7.3
Drama-Music,en,12.844,Columbia Pictures,2000-05-12,29000000.0,115.0,6.938
Adventure-Science Fiction,en,12.841,Universal Pictures-Trumbull/Gruskoff Productions,1972-03-09,1000000.0,89.0,6.4
Comedy-Adventure,it,12.839,Groenlandia,2020-12-09,8000000.0,120.0,7.1
Family-Adventure,en,12.836,Key Pix Productions-Keystone Entertainment,2008-02-05,4000000.0,87.0,6.1
Documentary,en,12.835,Easy There Tiger Productions,2006-10-27,25000.0,93.0,6.8
Drama-History,en,12.834,Warner Bros. Pictures-Alcon Entertainment-Fox International Productions-Phoenix Pictures-Fabula-Half Circle-Gobierno de Colombia-Los 33-Dynamo,2015-08-06,25000000.0,120.0,6.354
Drama-Crime-History,en,12.834,Infinitum Nihil-Head Gear Films-Cross Creek Pictures-Free State Pictures-RatPac Entertainment-Le Grisbi Productions-Vendian Entertainment,2015-09-04,53000000.0,123.0,6.452
Animation-Music-Family,en,12.833,Walt Disney Productions,1948-05-27,2000000.0,75.0,6.2
Mystery-Action-Thriller,kn,12.829,Hombale Films,2022-09-30,1934000.0,147.0,7.4
Horror-Mystery-Science Fiction,en,12.829,United Artists,1978-12-19,3500000.0,116.0,7.2
Comedy,ja,12.829,New Century Producers-Itami Productions,1985-11-23,1500000.0,115.0,7.874
Thriller-Mystery-Drama-Crime,en,12.827,Paramount-MFP Munich Film Partners GmbH & Company I. Produktions KG-Krane Entertainment-Neufeld Rehme Productions,1999-06-18,60000000.0,116.0,6.4
Action-Crime-Drama,en,12.826,Cannon Group-Golan-Globus Productions,1987-06-11,5000000.0,99.0,5.7
Drama-History,en,12.824,Stage 6 Films-Material Pictures-STX Entertainment-Astute Films,2019-04-05,10000000.0,133.0,7.4
Drama,en,12.824,Eve Productions-Goldstein Films-Coldstream Films,1968-10-15,73000.0,71.0,5.3
Action-Thriller,en,12.823,Nu Image-Millennium Films-North by Northwest Entertainment-Martini Films-Equity Pictures Medienfonds GmbH & Co. KG III-Two Sticks Productions,2006-03-22,5000000.0,93.0,5.5
Comedy-Romance,en,12.821,Universal Pictures-Charles Chaplin Productions,1967-01-05,3500000.0,107.0,6.152
Comedy,en,12.821,Relativity Media-Michaels-Goldwyn,2008-04-25,30000000.0,99.0,5.94
Action,en,12.821,Motion Picture Corporation of America-Mediapro Studios-Rodin Entertainment,2011-07-28,8000000.0,101.0,6.2
Action-Thriller-Drama-Adventure,en,12.82,Cannon Group-Golan-Globus Productions-Northbrook Films,1985-11-15,9000000.0,111.0,7.0
Family-Comedy-Drama,en,12.819,Walt Disney Pictures-Caravan Pictures,1995-02-17,10000000.0,100.0,6.151
