title,popularity,budget,runtime,vote_average,vote_count,release_year,release_month,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Outros,Romance,Science Fiction,Thriller,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
Angels & Demons,38.453,18.826145858727198,138.0,6.707,8.77770959579525,2009,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1.939509588701705,58.87209825899873,6.960505636513023,257.904271,2.987001564525397,2.2801052639603703,False,True,False,False,False
The Girl Next Door,38.428,16.860033043306743,110.0,6.7,8.055157731819678,2004,4,0,0,1,0,0,0,0,0,0,0,1,0,0,2.151619759427116,53.96955680319184,6.1590031627194435,257.4676,2.8825654255757986,2.2033345104900874,False,True,False,False,False
Haunted Mansion,38.391,18.876838972713184,123.0,6.5,6.942156705699469,2023,7,0,0,1,0,1,0,1,1,0,0,0,0,0,1.931443930934036,45.12401858704655,6.188106678775923,249.54149999999998,2.9895551831890086,2.0721848637784994,False,True,False,False,False
The Heat,38.37,17.57671069691365,117.0,6.6,8.184792654165078,2013,6,1,0,1,1,0,0,0,0,0,0,0,0,0,2.06548945214369,54.01963151748951,6.298208650008124,253.24199999999996,2.921908683101464,2.2175491440154493,False,True,False,False,False
Mama,38.359,16.52356082573315,100.0,6.238,8.224967478914584,2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1889957401620252,51.30734713346918,5.706602727292226,239.28344200000004,2.8635463083350072,2.2219136645994646,False,True,False,False,False
The Human Centipede (First Sequence),38.298,14.514540401682375,92.0,5.231,7.534228326274089,2009,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4685230118609907,39.41154837473976,5.9299210687558395,200.336838,2.7417776746244775,2.144084939302921,False,True,False,False,False
King Arthur: Legend of the Sword,38.27,18.980296537602072,126.0,6.533,8.54927308487965,2017,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1.9153869877745549,55.852401063518755,6.306212711251474,250.01791000000003,2.9947466148320956,2.256465034829082,False,True,False,False,False
Don't Breathe 2,38.245,16.118095750958314,98.0,7.136,7.700295203420117,2021,8,0,0,0,0,0,0,0,1,0,0,0,0,1,2.2341854232156018,54.94930657160595,5.7249358471729375,272.91632,2.840136135027038,2.1633569565124797,False,True,False,False,False
True Lies,38.228,18.560442695023177,141.0,7.042,8.148156439921625,1994,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1.954352495801461,57.379317649928076,7.208425811133357,269.201576,2.9735092970204526,2.213552377011431,False,True,False,False,False
Journey to the Center of the Earth,38.218,17.622173069956816,93.0,6.0,8.358666283188,2008,7,1,1,1,0,0,1,0,0,0,0,0,1,0,2.052284653162051,50.151997699128,4.994046594381461,229.30800000000002,2.92435297126682,2.2363027892242844,False,True,False,False,False
Cult of Chucky,38.202,15.687312888712007,91.0,5.8,6.983789965258135,2017,10,0,0,0,0,0,0,0,1,0,0,0,0,1,2.2892840959338288,40.50598179849718,5.453244665985509,221.5716,2.8146487234361532,2.0774132317064824,False,True,False,False,False
Robin Hood,38.195,15.424948670398354,83.0,7.3,8.352790135124629,1973,11,0,0,0,0,0,1,0,0,0,1,0,0,0,2.3254258364189857,60.975367986409786,5.053288242512784,278.82349999999997,2.7988014392758886,2.2356747089588924,False,True,False,False,False
Rumble in the Bronx,38.15,15.830413711839864,104.0,6.785,6.773080375655535,1995,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2.266729781761825,45.95535034882281,6.17928957544508,258.84775,2.8231875897092538,2.0506665305594143,False,False,True,False,False
Honey,38.139,16.705882371415992,94.0,6.3,7.0431599159883405,2003,11,0,0,0,0,1,0,0,0,0,1,1,0,0,2.1540298980846506,44.37190747072654,5.308970094128245,240.2757,2.8738969217360877,2.0848220303536844,False,True,False,False,False
Peter Pan,38.132,18.420680753952364,113.0,7.173,7.764720544771477,2003,12,0,1,0,0,0,1,1,0,0,0,0,0,0,1.963473911296319,55.696340467645804,5.81853959866999,273.520836,2.966338516520284,2.1707346347812337,False,True,False,False,False
[REC],38.076,14.220976332738882,78.0,7.2,8.352554369474591,2007,11,0,0,0,0,0,0,0,1,1,0,0,0,0,2.5015478092625454,60.13839146021706,5.124507015507893,274.1472,2.722674498387897,2.2356495005859602,False,False,False,True,False
Lionheart,38.054,15.607270193858982,105.0,6.5,6.756932389247553,1990,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2914060863579837,43.9200605301091,6.322532166594531,247.351,2.809840562969964,2.048586945375294,False,True,False,False,False
Norbit,38.049,16.118095750958314,102.0,5.6,7.627057417018934,2007,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2.222735551521256,42.71152153530603,5.958606698077955,213.0744,2.840136135027038,2.1549034755746628,False,True,False,False,False
The Lucky One,38.037,17.034386422832473,101.0,7.14,8.167919362957816,2012,4,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1091374615242344,58.31894425151881,5.600412325208289,271.58418,2.8922802923091946,2.2157103644448086,False,True,False,False,False
The Hills Have Eyes 2,38.035,16.52356082573315,89.0,5.5,7.110696122978827,2007,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2.170506347325598,39.108828676383546,5.078876427290081,209.1925,2.8635463083350072,2.093183699582886,False,True,False,False,False
Monkey King: Hero Is Back,38.034,16.118095750958314,89.0,6.9,5.3981627015177525,2015,7,0,0,1,0,0,0,1,0,0,1,0,0,0,2.2218592858303623,37.2473226404725,5.199176432636647,262.4346,2.840136135027038,1.85601087126303,False,False,True,False,False
The Art of Racing in the Rain,38.005,16.705882371415992,109.0,8.2,7.2456550675945355,2019,8,0,0,0,0,1,0,0,0,0,0,1,0,0,2.146461791780255,59.414371554275185,6.156146172978497,311.641,2.8738969217360877,2.109686403139914,False,True,False,False,False
The Usual Suspects,37.936,15.607270193858982,106.0,8.197,9.123256265069069,1995,7,0,0,0,1,1,0,0,0,0,0,0,0,1,2.284300764494573,74.78333160477115,6.382746758657336,310.961392,2.809840562969964,2.31483537742699,False,True,False,False,False
Chalet Girl,37.916,15.894952224644102,96.0,6.4,6.415096959171596,2011,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2.244220610739177,41.05662053869821,5.682170551507569,242.6624,2.8270148923814977,2.003518051589582,False,True,False,False,False
"Legally Blonde 2: Red, White & Blonde",37.91,17.622173069956816,95.0,5.649,7.32052696227274,2003,7,0,0,1,0,0,0,0,0,0,0,1,0,0,2.035745230032271,41.35365680987871,5.101445445873536,214.15358999999998,2.92435297126682,2.1187255896390536,False,True,False,False,False
Gridiron Gang,37.901,17.216707972959764,125.0,7.0,6.728628613084702,2006,9,0,0,0,1,1,0,0,0,0,0,0,0,0,2.080562528435923,47.10040029159291,6.861832565222299,265.307,2.9023391934519456,2.044931435874979,False,True,False,False,False
Silent Hill: Revelation 3D,37.863,16.811242881518265,94.0,5.5,7.2633296174768365,2012,10,0,0,0,0,0,0,0,1,1,0,0,0,1,2.125792133197416,39.9483128961226,5.277565447021026,208.2465,2.879829880465673,2.111827607698796,False,True,False,False,False
Kubo and the Two Strings,37.861,17.909855136853043,102.0,7.6,8.086717920303906,2016,8,0,1,0,0,0,1,0,0,0,1,0,0,0,2.002183503046168,61.45905619430968,5.394012765397352,287.74359999999996,2.939683221977514,2.206813778116714,False,True,False,False,False
Red Riding Hood,37.848,17.553180200057167,100.0,6.0,8.029432840581244,2011,3,0,0,0,0,1,0,1,1,1,0,0,0,1,2.039973718353869,48.17659704348746,5.389911536551123,227.088,2.920641213715579,2.200489557104345,False,True,False,False,False
Beverly Hills Chihuahua,37.815,16.811242881518265,91.0,5.3,6.826545223556594,2008,10,0,1,1,0,0,1,0,0,0,0,1,0,0,2.1230972061606392,36.180689684849945,5.1091325072224825,200.41949999999997,2.879829880465673,2.0575211895900476,False,True,False,False,False
Death on the Nile,37.729,18.31532023940565,127.0,6.48,7.948031990637284,2022,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1.9533199311408855,51.5032472993296,6.57509160738139,244.48392,2.9608985758102415,2.191433618793294,False,True,False,False,False
Last Night in Soho,37.702,17.57671069691365,117.0,7.4,7.768533300926033,2021,10,0,0,0,0,0,0,0,1,1,0,0,0,1,2.029530448911165,57.48714642685265,6.298208650008124,278.9948,2.921908683101464,2.1711695519105025,False,True,False,False,False
The Iron Giant,37.69,18.064005814299346,86.0,7.92,8.485496104672983,1999,8,0,0,0,0,1,1,0,0,0,1,0,1,0,1.9770241557380268,67.20512914901002,4.511119060585575,298.5048,2.94780204478482,2.2497639061491572,False,True,False,False,False
Zone 414,37.672,15.424948670398354,98.0,5.4,5.337538079701318,2021,9,0,0,0,0,0,0,0,0,1,0,0,1,1,2.2935840321920677,28.82270563038712,5.966533105617505,203.4288,2.7988014392758886,1.8464903775306214,False,True,False,False,False
Practical Magic,37.659,18.132998684833918,104.0,6.8,7.30854279753919,1998,10,0,0,1,0,0,0,1,0,0,0,1,0,0,1.9682748439140916,49.69809102326649,5.435635140791458,256.08119999999997,2.9514145241647625,2.117284238200711,False,True,False,False,False
Open Season,37.631,18.258161826219297,86.0,6.1,7.848933726364071,2006,9,0,1,1,0,0,1,0,0,0,1,0,0,0,1.9540286523486754,47.87849573082083,4.4656390768777365,229.54909999999998,2.9579349618474504,2.1802969688644755,False,True,False,False,False
Bloodshot,37.612,17.553180200057167,110.0,6.782,8.41715183723601,2020,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0272535271276086,57.08512376013463,5.928902690206236,255.084584,2.920641213715579,2.2425326901354374,False,True,False,False,False
TRON: Legacy,37.607,18.951309000896888,125.0,6.445,8.779865100863852,2010,12,1,1,0,0,0,0,0,0,0,0,0,1,0,1.8849389781046155,56.586230575067525,6.265253071584464,242.377115,2.9932947552634075,2.2803256905838922,False,True,False,False,False
Another Cinderella Story,37.596,15.424948670398354,90.0,6.8,7.437206366871292,2008,9,0,0,1,0,0,0,0,0,0,1,0,0,0,2.2889569248856705,50.573003294724785,5.479469178628321,255.65279999999996,2.7988014392758886,2.1326512546296783,False,True,False,False,False
Criminal,37.559,17.265498135541893,113.0,6.1,7.325148957955575,2016,4,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0562811767457836,44.683408643529006,6.186527143221959,229.10989999999998,2.905013932557636,2.119280928553949,False,True,False,False,False
"As Above, So Below",37.517,15.424948670398354,93.0,6.6,7.980707820869669,2014,8,0,0,0,0,0,0,0,1,0,0,0,0,1,2.2841471686066526,52.67267161773981,5.662118151249265,247.6122,2.7988014392758886,2.1950787011309494,False,True,False,False,False
Left Behind,37.497,16.588099342704055,110.0,4.2,7.04141166379481,2014,10,1,0,0,0,0,0,0,0,0,0,0,1,1,2.131952934161394,29.573928987938206,6.2542289451890385,157.4874,2.8672224996255626,2.0846046478524793,False,True,False,False,False
Sin City: A Dame to Kill For,37.478,17.989897843244528,102.0,6.358,8.125039097367745,2014,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1.973575651084002,51.65899858106412,5.371276920074929,238.285124,2.943907145307067,2.2110221841024167,False,True,False,False,False
Project Almanac,37.448,16.300417291085605,106.0,6.8,7.8252452914317745,2015,1,1,1,1,0,1,0,1,1,1,1,0,1,1,2.164572066090906,53.21166798173606,6.127019840996476,254.6464,2.85073062208483,2.1776163974961755,False,True,False,False,False
The Host,37.433,17.599700214609808,125.0,6.288,8.212025804623437,2013,3,1,1,0,0,0,0,0,0,0,0,1,1,1,2.012559319133375,51.63721825947217,6.720538425765284,235.378704,2.923145463095171,2.2205097831511544,False,True,False,False,False
Dora and the Lost City of Gold,37.39,17.707330876483063,102.0,6.7,7.346010209913293,2019,8,0,1,1,0,0,1,1,0,0,0,0,0,0,1.9986817064856042,49.218268406419064,5.452407971691137,250.513,2.928915472519007,2.121783605498746,False,True,False,False,False
Twelve Monkeys,37.383,17.182806422433504,129.0,7.6,8.986946789406764,1995,12,0,0,0,0,0,0,0,0,1,0,0,1,1,2.0559532522921087,68.3007955994914,7.094614384765321,284.1108,2.9004764455064254,2.3012789192610987,False,True,False,False,False
The Scorpion King,37.354,17.909855136853043,92.0,5.6,8.031385330625534,2002,4,1,1,0,0,1,0,1,0,0,0,0,0,0,1.9753720866534576,44.97575785150299,4.865187984476043,209.18239999999997,2.939683221977514,2.2007057699063775,False,True,False,False,False
Cloverfield,37.348,17.034386422832473,85.0,6.7,8.795884972029885,2008,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2.070932668533457,58.932429312600235,4.713218293492124,250.2316,2.8922802923091946,2.2819623966802163,False,True,False,False,False
Chinese Zodiac,37.309,17.073607134447293,109.0,6.173,6.642486801367256,2012,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2.064280789244949,41.00407102484007,6.030893511691534,230.30845699999998,2.894452704740662,2.03372304777675,False,False,True,False,False
Transporter 2,37.288,17.281246492014,87.0,6.3,8.12355783506165,2005,8,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0396858614804483,51.1784143608884,4.758975272173327,234.91439999999997,2.905875752542279,2.2108598415053575,False,True,False,False,False
Ocean's Eight,37.269,18.064005814299346,111.0,7.0,8.930626469173578,2018,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1.9549406542902765,62.51438528421505,5.822490880523242,260.883,2.94780204478482,2.2956235646042007,False,True,False,False,False
Rocky Balboa,37.268,16.993564429978885,101.0,6.9,8.0861025356691,2006,12,0,0,0,0,1,0,0,0,0,0,0,0,0,2.071184958657118,55.794107496116794,5.613117978543761,257.1492,2.8900141622986397,2.206746052291047,False,True,False,False,False
No Strings Attached,37.267,17.034386422832473,107.0,6.3,8.345455428161928,2011,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.066441248747894,52.57636919742015,5.93311008710185,234.7821,2.8922802923091946,2.2348901746758143,False,True,False,False,False
Deep Impact,37.202,18.132998684833918,120.0,6.2,7.848933726364071,1998,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1.9443894087281137,48.66338910345724,6.271886700913221,230.6524,2.9514145241647625,2.1802969688644755,False,True,False,False,False
Alvin and the Chipmunks: Chipwrecked,37.189,18.132998684833918,87.0,5.697,7.557994958530806,2011,12,0,0,1,0,0,1,1,0,0,1,0,0,0,1.9437099543355147,43.05789727875,4.5471178581620855,211.865733,2.9514145241647625,2.146865928900131,False,True,False,False,False
Spy Kids 3-D: Game Over,37.163,17.453096744006448,84.0,5.079,7.564238475170491,2003,7,1,1,1,0,0,1,0,0,0,0,0,1,0,2.0139167162861438,38.41876721539092,4.55208148341189,188.75087699999997,2.9152322016057073,2.147595216576366,False,True,False,False,False
mother!,37.144,17.216707972959764,121.0,6.979,8.707813551024888,2017,9,0,0,0,0,1,0,0,1,1,0,0,0,0,2.0390072704209365,60.77183077260269,6.642253923135185,259.227976,2.9023391934519456,2.272931081975853,False,True,False,False,False
Alvin and the Chipmunks: The Squeakquel,37.126,18.132998684833918,88.0,5.644,7.8407064517494,2009,12,0,0,1,0,0,1,1,0,0,1,0,0,0,1.9404172138175353,44.252947213673615,4.599383580669695,209.539144,2.9514145241647625,2.179366788812757,False,True,False,False,False
Dirty Grandpa,37.114,16.257857680289998,102.0,5.9,8.27893600229198,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.150556615285307,48.84572241352269,5.91035120868409,218.9726,2.8482675574586485,2.2277468852992977,False,True,False,False,False
Pokémon the Movie: Hoopa and the Clash of Ages,37.108,18.826145858727198,73.0,6.7,5.384495062789089,2015,7,1,1,0,0,0,1,1,0,0,1,0,0,0,1.8716698779690235,36.07611692068689,3.6820066048221065,248.62359999999998,2.987001564525397,1.8538724045702297,False,False,True,False,False
Blood Red Sky,37.105,16.691305815210274,123.0,7.0,7.1808311990445555,2021,7,1,0,0,0,0,0,0,1,0,0,0,0,1,2.097357899273812,50.26581839331189,6.952567621902141,259.73499999999996,2.873073322022301,2.101793759027475,False,False,False,True,False
Creation of the Gods I: Kingdom of Storms,37.092,18.258161826219297,148.0,7.3,4.7535901911063645,2023,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1.9260405190645231,34.70120839507646,7.685053295091918,270.7716,2.9579349618474504,1.749824041026481,False,False,True,False,False
The Great Wall,37.049,18.826145858727198,103.0,6.0,8.479283618343016,2016,12,1,1,0,0,0,0,1,0,0,0,0,0,0,1.8686940096171811,50.875701710058095,5.195160004064069,222.29399999999998,2.987001564525397,2.2491087457262133,False,True,False,False,False
Hotel Transylvania,36.996,18.258161826219297,91.0,6.953,8.975756630519417,2012,9,0,0,1,0,0,1,1,0,0,1,0,0,0,1.9210556196298691,62.40843585200151,4.725269255765976,257.23318800000004,2.9579349618474504,2.3001578125829085,False,True,False,False,False
Hotel Rwanda,36.942,16.677711496036597,121.0,7.7,7.786967002614872,2004,3,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0897501358296586,59.95964592013451,6.844777392544765,284.4534,2.8723046085619597,2.173269601256271,False,True,False,False,False
Paddington 2,36.938,17.50439003707821,104.0,7.464,7.684783943522785,2017,11,0,1,1,0,0,1,0,0,0,0,0,0,0,1.996174957725459,57.35922735445407,5.620287931221174,275.705232,2.918008003234778,2.161572522414464,False,True,False,False,False
Sleepy Hollow,36.921,18.420680753952364,105.0,7.173,8.783855896643942,1999,11,0,0,0,0,1,0,1,1,1,0,0,0,1,1.9011177037388913,63.006598346626994,5.406607591684504,264.834333,2.966338516520284,2.2807336698058363,False,True,False,False,False
Halloween,36.91,12.691583538230217,91.0,7.6,8.457867725331422,1978,10,0,0,0,0,0,0,0,1,0,0,0,0,1,2.695816732734993,64.27979471251881,6.64641892925723,280.51599999999996,2.6167813037746033,2.24684695864402,False,True,False,False,False
Sully,36.902,17.909855136853043,96.0,7.2,8.769351707798972,2016,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9514692065558146,63.139332296152595,5.076717896844566,265.69440000000003,2.939683221977514,2.279250108458906,False,True,False,False,False
Chip 'n Dale: Rescue Rangers,36.882,18.064005814299346,99.0,7.0,7.098375638590786,2022,5,0,1,1,0,0,1,0,0,1,1,0,0,0,1.9346406185176415,49.6886294701355,5.1930324069531615,258.174,2.94780204478482,2.0916635031222883,False,True,False,False,False
Green Lantern,36.874,19.11382792951231,114.0,5.168,8.835646922534773,2011,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1.8332661554639273,45.66262329565971,5.66774262957335,190.56483200000002,3.0014075352234566,2.2860132272613787,False,True,False,False,False
Heaven & Earth,36.869,17.312018149733785,140.0,6.7,5.351858133476067,1993,12,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0133772093566864,35.85744949428965,7.645252361331637,247.0223,2.9075575737885786,1.8487473895449305,False,True,False,False,False
Naked Gun 33⅓: The Final Insult,36.795,17.216707972959764,83.0,6.5,7.446585099157725,1994,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2.019849033898836,48.402803144525215,4.556256823307606,239.16750000000002,2.9023391934519456,2.133762229409242,False,True,False,False,False
The Specialist,36.759,17.622173069956816,110.0,5.9,7.00033446027523,1994,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9739371909985821,41.30197331562386,5.906936832064094,216.87810000000002,2.92435297126682,2.079483348340329,False,True,False,False,False
Ghostbusters II,36.738,17.426428497635523,108.0,6.6,8.381373468273702,1989,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1.9937667250446398,55.31706489060643,5.861146668431082,242.4708,2.913785965470917,2.2387261774881058,False,True,False,False,False
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram,36.715,14.508658238524095,90.0,7.3,3.9512437185814275,2020,12,1,1,0,0,1,0,1,0,0,1,0,0,0,2.3673872642830283,28.84407914564442,5.803209962834605,268.0195,2.7413984640023243,1.5996388013001024,False,False,True,False,False
Escape Plan,36.67,17.72753358339242,115.0,6.721,8.433811582477187,2013,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9580795216151132,56.683647645829176,6.1406911640506685,246.45907000000003,2.9299948251044747,2.244300212485094,False,True,False,False,False
Love and Monsters,36.658,17.216707972959764,109.0,7.4,8.132412674500905,2020,10,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0123284654073523,60.179853791306705,5.983517996873845,271.2692,2.9023391934519456,2.211829917583101,False,True,False,False,False
Halloween Ends,36.643,16.811242881518265,111.0,6.126,7.433666540166168,2022,10,0,0,0,0,0,0,0,1,0,0,0,0,1,2.057296071012675,45.53864122505795,6.2320187725461045,224.475018,2.879829880465673,2.1322316169764783,False,True,False,False,False
"South Park: Bigger, Longer & Uncut",36.616,16.860033043306743,81.0,7.211,7.7406644019172415,1999,6,0,0,1,0,0,0,0,0,0,1,0,0,0,2.050164180055774,55.81793100222523,4.535265965275227,264.037976,2.8825654255757986,2.1679862053041825,False,True,False,False,False
The Stronghold,36.607,16.488261058021543,105.0,7.4,6.891625897052253,2021,8,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0932327049869284,50.998031638186674,6.00402748172829,270.8918,2.861529859160226,2.065802184230466,False,False,False,True,False
Super Mario Bros.,36.606,17.6867115897055,104.0,4.259,6.919683849847411,1993,5,1,1,1,0,0,1,0,0,0,0,0,1,0,1.9589321440678857,29.470933516500125,5.5654521931666965,155.90495400000003,2.927812661081278,2.069351287081033,False,True,False,False,False
